type,jan_quit,feb_quit,mar_quit,apr_quit,may_quit,jun_quit,jul_quit,aug_quit,sep_quit,oct_quit,nov_quit,dec_quit,total_quit,jan_m,feb_m,mar_m,apr_m,may_m,jun_m,jul_m,aug_m,sep_m,oct_m,nov_m,dec_m,total_m
การขายส่งสินค้าทั่วไปโดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง,23,7,17,3,12,26,24,25,26,38,47,98,346,32.445,7.25,36.61,6.0,21.8,88.5,34.85,41.1,132.045,51.2,72.1,148.4405,672.3405
การขายส่งวัตถุดิบทางการเกษตรและสัตว์มีชีวิต,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งข้าวเปลือกและธัญพืชอื่นๆ,5,0,1,2,1,2,1,2,4,4,5,17,44,23.1,0.0,3.0,10.0,1.0,6.0,3.0,2.0,12.0,7.5,5.0,46.5,119.1
การขายส่งพืชน้ำมันที่ใช้ในการผลิตน้ำมันพืช,0,0,0,1,0,1,0,2,1,3,0,1,9,0.0,0.0,0.0,0.5,0.0,0.1,0.0,3.0,1.0,7.0,0.0,1.0,12.6
การขายส่งยาสูบที่ยังไม่เป็นผลิตภัณฑ์สำเร็จรูป,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งสัตว์มีชีวิต,1,1,0,0,4,4,2,1,3,1,2,10,29,0.5,1.0,0.0,0.0,7.0,4.0,3.75,1.0,3.0,1.0,1.5,61.4,84.15
การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,1,1,1,0,1,2,2,5,5,5,1,6,30,6.0,2.0,1.0,0.0,1.0,2.0,6.0,7.5,12.0,11.5,1.0,11.7,61.7
การขายส่งอาหารสัตว์,5,1,0,1,0,4,3,4,8,5,9,18,58,5.0,2.0,0.0,1.0,0.0,5.5,3.0,11.2,15.3,10.0,12.71,22.3,88.01
การขายส่งวัตถุดิบอื่นๆทางการเกษตรซึ่งมิได้จัดประเภทไว้ในที่อื่น,7,4,6,8,5,10,11,11,20,16,13,44,155,8.0,4.01,9.2,11.065,16.1,21.0,17.55,13.1,27.05,24.0,20.05,72.35,243.475
การขายส่งอาหารเครื่องดื่มและยาสูบ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งอาหาร,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งเนื้อสัตว์และผลิตภัณฑ์เนื้อสัตว์,3,1,0,2,1,0,0,2,6,2,5,8,30,3.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,6.0,7.5,7.105,10.2,44.80500000000001
การขายส่งปลาและผลิตภัณฑ์สัตว์น้ำ,1,1,2,3,0,2,5,1,0,3,2,11,31,2.0,1.0,2.0,7.0,0.0,2.0,13.0,2.0,0.0,6.0,6.0,28.7,69.7
การขายส่งผักและผลไม้,6,4,5,4,6,15,5,5,9,15,13,20,107,8.0,7.6,10.5,7.3,17.7,28.5,9.2,7.6,26.0,87.15,18.2,31.26,259.01
การขายส่งผลิตภัณฑ์นม,1,0,1,2,1,1,1,0,1,0,3,10,21,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.0,2.0,0.0,3.0,16.9,27.9
การขายส่งข้าวและผลิตภัณฑ์ที่ได้จากการโรงสีข้าว,2,0,0,1,7,0,1,3,1,1,5,3,24,7.0,0.0,0.0,5.0,10.8,0.0,1.0,2.5,1.0,5.0,8.5,11.0,51.8
การขายส่งผลิตภัณฑ์ขนมอบไข่น้ำมันและไขมันที่ใช้ในการบริโภค,1,1,0,0,1,2,2,3,1,3,3,7,24,1.0,1.0,0.0,0.0,2.0,1.03,1.2,3.0,1.0,5.5,4.7,3.222,23.652
การขายส่งน้ำตาลช็อกโกแลตและลูกกวาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งกาแฟชาโกโก้,2,1,2,1,0,0,1,2,2,4,2,7,24,3.5,2.0,2.5,1.0,0.0,0.0,2.0,2.0,2.0,7.0,2.0,14.95,38.95
การขายส่งผลิตภัณฑ์อาหารอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,11,12,10,1,3,19,18,11,19,13,26,48,191,15.0,16.1,12.3,1.0,7.0,21.9,92.47,13.5,19.95,24.5,32.51,104.621,360.851
การขายส่งเครื่องดื่มและยาสูบ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งเครื่องดื่มที่มีแอลกอฮอล์,2,2,2,0,3,4,2,3,1,7,7,15,48,2.0,5.9,5.0,0.0,2.1,9.0,2.4,4.0,1.0,17.3,16.0,19.42,84.12
การขายส่งเครื่องดื่มที่ไม่มีแอลกอฮอล์,3,0,1,1,2,0,4,4,4,4,2,14,39,3.0,0.0,1.0,2.0,5.25,0.0,4.01,8.65,6.0,4.0,3.0,19.75,56.66
การขายส่งผลิตภัณฑ์ยาสูบ,1,0,0,0,0,0,1,1,0,0,0,2,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,6.0,9.8
การขายส่งสินค้าในครัวเรือน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งสิ่งทอเสื้อผ้าและรองเท้า,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งด้ายและผ้า,1,1,2,2,0,5,1,3,1,4,6,28,54,3.0,1.0,4.0,20.0,0.0,10.0,0.5,18.0,8.0,4.85,17.0,61.781,148.131
การขายส่งของใช้ในครัวเรือนที่ทำจากสิ่งทอ,1,0,0,1,0,0,2,1,2,3,1,5,16,0.1,0.0,0.0,4.0,0.0,0.0,1.5,3.2,4.3,2.1,1.0,4.5,20.700000000000003
การขายส่งอุปกรณ์ตัดเย็บ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งเสื้อผ้า,10,3,6,5,3,5,6,9,9,11,12,21,100,22.4,5.0,8.75,6.35,2.94,6.5,18.05,13.95,57.0,15.4,43.0,77.35,276.69
การขายส่งรองเท้า,0,1,2,0,1,1,0,0,0,2,1,0,8,0.0,4.0,1.1,0.0,1.0,4.0,0.0,0.0,0.0,2.5,1.0,0.0,13.6
การขายส่งเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ชนิดใช้ในครัวเรือน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ชนิดใช้ในครัวเรือน,4,4,3,2,6,9,10,5,7,11,7,18,86,8.2,5.2,14.0,5.0,108.3,19.1,7.7625,11.7,7.0,27.6,7.0,52.2,273.06249999999994
การขายส่งอุปกรณ์สำหรับให้แสงสว่าง,1,0,0,3,2,1,1,2,2,1,5,5,23,1.0,0.0,0.0,5.5,1.5,1.0,1.0,3.0,3.0,2.0,16.5,7.5,42.0
การขายส่งหนังสือหนังสือพิมพ์และเครื่องเขียน,1,1,2,2,1,3,4,1,3,8,5,21,52,0.5,0.5,4.0,1.6,1.0,4.0,4.0,2.0,3.0,9.56,6.4,29.862,66.422
การขายส่งสื่อบันทึกเสียงและวีดิทัศน์ที่บันทึกข้อมูลแล้ว,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งเครื่องกีฬา,4,0,0,1,0,7,1,4,2,1,2,7,29,4.0,0.0,0.0,1.0,0.0,16.0,0.9,6.0,5.0,3.0,2.0,9.2,47.1
การขายส่งเกมและของเล่น,1,2,2,1,1,0,0,2,2,3,2,2,18,1.0,1.5,1.1,1.0,1.0,0.0,0.0,2.0,37.0,3.03,1.5,3.0,52.13
การขายส่งสินค้าวัฒนธรรมและนันทนาการอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,3,0,0,0,1,1,1,2,0,2,2,0,12,9.0,0.0,0.0,0.0,1.0,0.5,10.0,5.0,0.0,2.0,3.0,0.0,30.5
การขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์เครื่องหอมและเครื่องสำอาง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์,20,6,13,11,8,17,17,18,28,22,20,82,262,44.0,7.15,14.5,19.6,21.0,27.5,44.9,134.6,50.0,29.85,23.2,105.7,522.0
การขายส่งเครื่องหอม,0,0,0,0,1,0,0,1,1,0,2,2,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,5.0,2.0,8.2
การขายส่งเครื่องสำอาง,20,8,9,10,13,15,19,19,26,26,24,68,257,29.142,10.42,17.0,19.0,20.44567,10.42,27.0,19.73,30.95,46.05,37.3,101.6,369.0576699999999
การขายส่งสินค้าในครัวเรือนอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งอุปกรณ์ถ่ายภาพและทัศนศาสตร์,0,0,0,0,0,0,1,0,0,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0
การขายส่งนาฬิกาและเครื่องประดับ,2,0,0,1,2,0,2,2,4,5,3,13,34,2.0,0.0,0.0,6.0,3.75,0.0,2.5,2.0,18.0,25.3,3.0,23.15,85.69999999999999
การขายส่งเครื่องหนังและเครื่องใช้สำหรับการเดินทาง,0,0,0,0,0,0,0,0,0,1,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,60.5,64.5
การขายส่งเฟอร์นิเจอร์ชนิดใช้ในครัวเรือน,3,1,0,3,1,2,3,4,6,5,8,20,56,3.0,1.0,0.0,8.5,1.0,2.0,3.0,10.0,21.5,3.6,14.7554,120.2555,188.6109
การขายส่งเครื่องดินเผาเครื่องแก้วและเครื่องครัว,1,0,0,0,0,0,0,2,0,3,2,4,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.4,89.45,116.85
การขายส่งสินค้าในครัวเรือนอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,1,1,1,2,4,1,6,5,3,5,15,45,1.0,4.0,1.0,2.0,3.0,2.6,1.0,4.9,9.0,4.0,5.0,26.55,64.05
การขายส่งเครื่องจักรอุปกรณ์และเครื่องมือเครื่องใช้ต่างๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งคอมพิวเตอร์อุปกรณ์ต่อพ่วงคอมพิวเตอร์และซอฟต์แวร์,5,0,1,5,7,4,13,2,9,7,6,28,87,9.85,0.0,2.0,6.0,17.0,3.1,15.1,3.2,22.0,27.0,59.2,86.8,251.25
การขายส่งอุปกรณ์และชิ้นส่วนทางอิเล็กทรอนิกส์และทางการสื่อสารโทรคมนาคม,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,4,0,1,4,6,4,8,11,5,9,12,12,76,4.15,0.0,1.0,4.0,11.6,8.0,14.0,24.0,12.1,14.61,13.4,52.1,158.96
การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,5,2,2,2,1,5,10,8,6,5,4,15,65,14.0,77.1,2.0,5.5,1.0,18.0,13.6,17.0,8.365,11.5,4.0,40.8,212.865
การขายส่งเครื่องจักรอุปกรณ์และเครื่องใช้ทางการเกษตร,5,0,0,2,0,4,4,9,3,4,7,12,50,5.517,0.0,0.0,5.0,0.0,57.6,9.0,8.1,5.02,5.0,5.7,10.2,111.137
การขายส่งเครื่องจักรและอุปกรณ์อื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งอุปกรณ์ขนส่ง (ยกเว้นยานยนต์จักรยานยนต์และจักรยาน),0,1,1,0,0,2,1,4,1,0,0,6,16,0.0,1.0,1.0,0.0,0.0,3.0,1.0,6.2,1.0,0.0,0.0,12.5,25.7
การขายส่งเครื่องจักรและอุปกรณ์งานวิศวกรรมโยธางานเหมืองแร่และงานก่อสร้าง,3,2,0,0,0,0,2,0,4,2,2,3,18,3.0,0.7,0.0,0.0,0.0,0.0,3.1,0.0,11.0,3.0,2.0,24.25,47.05
การขายส่งเครื่องจักรและอุปกรณ์เพื่อใช้ในงานอุตสาหกรรม,4,6,4,3,4,3,4,9,11,6,14,13,81,53.0,5.5,6.5,8.5,5.0,3.0,4.1,18.0,14.7,6.0,31.5,14.5,170.3
การขายส่งเครื่องจักรอุปกรณ์และเฟอร์นิเจอร์ชนิดใช้ในสำนักงาน,4,1,1,0,0,2,5,0,2,1,2,7,25,10.25,1.0,2.0,0.0,0.0,3.0,14.0,0.0,7.5,1.0,1.5,12.0,52.25
การขายส่งเครื่องจักรและอุปกรณ์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,19,14,7,7,15,14,29,15,22,26,43,63,274,56.2,118.0,9.0,5.7,17.7,26.89,62.24,42.7,34.2,52.09,67.7,189.63,682.05
การขายส่งสินค้าเฉพาะทางอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งเชื้อเพลิงแข็งเชื้อเพลิงเหลวและเชื้อเพลิงก๊าซ รวมทั้งผลิตภัณฑ์ที่เกี่ยวเนื่อง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งเชื้อเพลิงแข็ง,0,0,0,0,0,0,0,0,2,0,2,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,3.0,5.7,14.45
การขายส่งเชื้อเพลิงเหลว,1,2,0,0,2,3,3,5,3,1,8,9,37,3.0,4.0,0.0,0.0,1.5,3.0,13.8,16.5,22.25,1.0,38.5,13.0,116.55
การขายส่งเชื้อเพลิงก๊าซ,1,0,1,0,0,2,0,0,0,2,0,0,6,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,33.0
การขายส่งผลิตภัณฑ์ที่ได้จากการกลั่นปิโตรเลียม,2,0,0,0,1,1,2,2,0,2,3,10,23,1.6,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,5.0,1.45,8.25,38.3
การขายส่งโลหะและสินแร่โลหะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งแร่โลหะที่เป็นเหล็กและนอกกลุ่มเหล็ก,0,0,0,0,0,1,1,3,4,0,3,4,16,0.0,0.0,0.0,0.0,0.0,5.0,0.5,11.0,10.9,0.0,3.0,7.15,37.55
การขายส่งเหล็กเหล็กกล้าและโลหะที่นอกกลุ่มเหล็กขั้นมูลฐาน,4,0,0,2,0,0,8,10,6,5,4,17,56,5.0,0.0,0.0,11.0,0.0,0.0,12.3,112.5,12.6,10.0,5.3,44.7,213.40000000000003
การขายส่งวัสดุก่อสร้างเครื่องโลหะอุปกรณ์และเครื่องมือเครื่องใช้เกี่ยวกับการวางท่อและการทำความร้อน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายส่งอิฐหินปูนทรายและผลิตภัณฑ์คอนกรีต,2,0,0,0,0,0,1,2,0,0,3,8,16,0.7,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,27.0,19.7,58.400000000000006
การขายส่งไม้และผลิตภัณฑ์จากไม้แปรรูปขั้นต้น,4,1,0,1,0,3,3,3,3,6,4,7,35,12.0,0.5,0.0,1.0,0.0,2.5,3.0,13.0,3.0,19.0,5.0,34.4,93.4
การขายส่งสีทาน้ำมันชักเงาและแลกเกอร์,0,0,0,1,0,1,0,0,0,0,0,1,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
การขายส่งอุปกรณ์การวางท่อและเครื่องสุขภัณฑ์,0,0,0,0,0,1,2,3,1,1,0,1,9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.1,0.15,1.0,0.0,0.8,12.05
การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,7,1,7,5,2,5,5,7,5,11,14,32,101,13.0,1.0,11.3,7.0,12.25,5.0,10.3,15.51,7.45,28.0,50.75,53.4,214.96
การขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,2,5,3,4,2,4,10,9,5,4,16,20,84,7.0,4.45,2.2,22.14,7.0,3.1,16.0,26.4,6.5,8.0,171.874,20.6,295.264
การขายส่งปุ๋ยและเคมีภัณฑ์ทางการเกษตร,6,4,2,4,3,8,5,8,7,11,2,24,84,8.0,3.5,2.0,3.2,6.8,15.3,4.6,8.51,18.3,24.4,2.0,31.0,127.61
การขายส่งยางพาราและพลาสติกขั้นต้น,5,2,5,1,1,2,2,6,7,7,4,18,60,7.5,1.5,10.4,1.0,1.0,2.0,6.0,16.1,13.0,7.0,5.0,28.3,98.8
การขายส่งบรรจุภัณฑ์ชนิดใช้ในทางอุตสาหกรรม,1,0,1,0,1,1,4,2,2,3,8,11,34,1.0,0.0,0.5,0.0,1.0,2.0,8.85,3.0,2.0,3.2,21.0,13.2,55.75
การขายส่งของเสียและเศษวัสดุเพื่อนำกลับมาใช้ใหม่,5,1,1,2,3,7,4,7,8,6,15,22,81,13.0,1.0,1.0,3.0,14.0,16.5,15.0,15.5,21.0,21.0,106.8,44.945,272.745
การขายส่งสินค้าเกี่ยวกับอาวุธยุทโธปกรณ์,0,0,0,0,0,0,2,0,0,4,1,5,12,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.12,2.0,4.6,23.72
การขายส่งผลิตภัณฑ์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,0,1,0,0,3,3,1,1,1,1,8,20,1.0,0.0,4.0,0.0,0.0,5.0,8.5,1.0,5.0,3.0,1.0,7.2,35.7
การขายส่งสินค้าทั่วไป,24,7,14,12,13,13,22,15,23,24,29,65,261,40.6,6.1,31.9,21.0,18.72,25.6,26.075,40.1,34.6,112.05,31.8,115.5,504.045
การขายปลีกยกเว้นยานยนต์และจักรยานยนต์,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกในร้านค้าทั่วไป,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกในร้านค้าทั่วไปที่มีอาหารเครื่องดื่มหรือยาสูบเป็นสินค้าหลัก,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ซุปเปอร์มาร์เก็ต,1,0,0,1,0,1,1,1,0,0,2,4,11,5.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0,2.0,7.5,17.7
ดิสเคาท์สโตร์/ซุปเปอร์เซ็นเตอร์/ไฮเปอร์มาร์เก็ต,0,0,0,0,0,1,1,1,0,1,0,2,6,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.0,4.0,0.0,2.0,8.2
ร้านสะดวกซื้อ/มินิมาร์ท,1,0,0,1,0,4,2,2,3,0,1,8,22,1.0,0.0,0.0,4.0,0.0,7.2,2.0,10.2,6.5,0.0,0.2,37.0,68.1
ร้านขายของชำ,1,2,2,0,0,0,2,1,5,2,3,10,28,1.0,6.0,6.0,0.0,0.0,0.0,2.0,0.5,4.2,2.0,6.55,10.1,38.35
การขายปลีกสินค้าอื่นๆในร้านค้าทั่วไป,22,22,27,16,16,17,28,22,38,54,27,88,377,21.3956,32.9,38.6,16.2,20.2,23.3,31.319,24.7,42.3,61.79,195.311,121.05,629.0656
การขายปลีกอาหารเครื่องดื่มและยาสูบในร้านค้าเฉพาะ,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
การขายปลีกอาหารในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกเนื้อสัตว์และผลิตภัณฑ์เนื้อสัตว์,5,3,0,0,0,3,0,2,2,2,7,5,29,3.5,9.0,0.0,0.0,0.0,4.1,0.0,3.5,2.0,1.5,6.1,7.0,36.7
ร้านขายปลีกปลาและผลิตภัณฑ์สัตว์น้ำ,2,0,1,2,1,0,1,0,0,1,1,0,9,2.0,0.0,1.0,6.0,3.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,15.5
ร้านขายปลีกผักและผลไม้,0,3,1,1,1,2,1,4,1,2,0,2,18,0.0,20.0,1.0,0.7,1.0,2.0,0.1,3.8,2.0,11.0,0.0,31.0,72.6
ร้านขายปลีกข้าวและผลิตภัณฑ์ที่ได้จากการสีข้าว,0,0,0,1,1,0,1,0,1,0,0,0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,2.4
ร้านขายปลีกผลิตภัณฑ์ขนมอบ,4,0,2,0,0,0,3,0,0,2,1,2,14,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.5,1.0,6.0,19.5
ร้านขายปลีกอาหารอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,11,4,8,2,3,14,19,10,19,22,16,38,166,15.7,10.0,23.75,2.0,2.5,17.415,20.9,9.65,13.1,25.45,33.45,65.885,239.8
การขายปลีกเครื่องดื่มในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกเครื่องดื่มที่มีแอลกอฮอล์,5,0,2,1,1,3,1,3,1,1,2,7,27,5.5,0.0,2.0,1.0,2.0,4.0,2.0,6.3,3.0,1.0,3.0,15.5,45.3
ร้านขายปลีกเครื่องดื่มที่ไม่มีแอลกอฮอล์,3,2,2,3,2,3,2,7,5,7,6,13,55,7.0,2.0,1.4,8.0,5.0,3.0,1.1,11.0,7.5,8.725,12.0,14.262663,80.987663
การขายปลีกผลิตภัณฑ์ยาสูบในร้านค้าเฉพาะ,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
การขายปลีกเชื้อเพลิงยานยนต์ในร้านค้าเฉพาะ สถานี ปั๊ม,7,3,3,4,1,5,5,13,6,10,30,30,117,11.0,1.62,7.0,8.0,1.0,4.6,11.5,27.5,8.2,18.05,34.85,69.72,203.04
การขายปลีกเครื่องมือสารสนเทศและการสื่อสารในร้านเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกคอมพิวเตอร์อุปกรณ์ต่อพ่วงซอฟต์แวร์ และอุปกรณ์การสื่อสารโทรคมนาคมในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกคอมพิวเตอร์และอุปกรณ์ต่อพ่วงคอมพิวเตอร์,4,0,1,6,3,4,10,10,8,6,7,28,87,4.5,0.0,1.0,6.5,7.27067,8.0,14.0,10.07,11.0,9.2,4.0,36.5,112.04067
ร้านขายปลีกเครื่องเล่นวีดิโอเกมและซอฟต์แวร์สำเร็จรูป,2,0,0,0,1,0,1,0,0,2,1,8,15,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,7.35,15.35
ร้านขายปลีกอุปกรณ์การสื่อสารโทรคมนาคม,13,1,3,5,3,5,2,3,2,4,11,27,79,10.6,1.0,5.0,7.0,2.0,3.23,3.0,2.1,2.0,8.0,29.2,41.6,114.73
การขายปลีกอุปกรณ์ที่เกี่ยวกับภาพและเสียงในร้านเฉพาะ,0,1,0,1,3,1,2,0,1,0,2,5,16,0.0,0.2,0.0,1.0,5.0,1.0,9.0,0.0,1.0,0.0,9.0,3.35,29.55
การขายปลีกสิ่งทอในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกด้ายและผ้า,1,1,0,1,0,0,1,4,2,1,4,23,38,1.0,0.2,0.0,1.0,0.0,0.0,1.0,6.5,1.5,4.0,3.3,15.7525,34.2525
ร้านขายปลีกของใช้ในครัวเรือนที่ทำจากสิ่งทอ,1,1,0,0,0,0,1,1,1,1,1,1,8,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.88,1.0,9.38
ร้านขายปลีกอุปกรณ์ตัดเย็บ,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
การขายปลีกเครื่องมือที่ทำจากโลหะสีและกระจกในร้านค้า เฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกเครื่องโลหะ,0,0,0,2,0,1,1,1,0,1,1,3,10,0.0,0.0,0.0,1.5,0.0,1.0,36.0,0.2,0.0,30.0,1.0,3.05,72.75
ร้านขายปลีกสีทาน้ำมันชักเงาและแลกเกอร์,0,0,0,0,1,0,0,0,3,1,2,0,7,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.55,1.0,2.0,0.0,5.65
ร้านขายปลีกอุปกรณ์การวางท่อและเครื่องสุขภัณฑ์,0,1,1,0,0,1,0,0,2,1,0,5,11,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,30.7,40.2
